Stock|Date|BuyPrice|sl|tsl|target|high|Points|Points %|status|tslStatus|triggerTime|exitTime|pattern|strategy
BAJFINANCE|2026-02-13T09:15:00+05:30|1004|992.8|1015.2|1104.4|1018.95|11.2|1.11553784860558|Profit|SL hit|2026-02-13T09:36:00+05:30|2026-02-13T10:43:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
FIVESTAR|2025-09-29T15:00:00+05:30|517.7|510|523.475|569.47|526|5.77500000000009|1.11551091365658|Profit|SL hit|2025-09-29T15:24:00+05:30|2025-09-30T09:44:00+05:30|-|Hourly Support Buy
PPLPHARMA|2026-02-09T09:15:00+05:30|160.43|158.65|162.21|176.473|163.2|1.78|1.10951816991835|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-10T09:15:00+05:30|VeryBullish,Hammer,BullKicker,RisingWindow|HCB Buy
INDUSINDBK|2026-02-26T09:15:00+05:30|946.8|936.3|957.3|1041.48|964.25|10.5|1.10899873257288|Profit|SL hit|2026-02-26T09:30:00+05:30|2026-02-26T10:03:00+05:30|No15mData|HCB Buy
INDUSINDBK|2026-02-26T09:15:00+05:30|946.8|936.3|957.3|1041.48|964.25|10.5|1.10899873257288|Profit|SL hit|2026-02-26T09:30:00+05:30|2026-02-26T10:03:00+05:30|No15mData|Hourly Support Buy
MAHABANK|2025-11-17T09:15:00+05:30|59.25|57.94|59.905|65.175|60.3|0.655000000000001|1.10548523206751|Profit|SL hit|2025-11-17T09:30:00+05:30|2025-11-17T10:24:00+05:30|StrongBullish,RisingWindow,ThreeOutsideUp|HCB Buy
ANGELONE|2025-12-01T09:15:00+05:30|276.9|270.78|279.96|304.59|282.1|3.06|1.10509209100758|Profit|SL hit|2025-12-01T09:35:00+05:30|2025-12-02T10:15:00+05:30|Marubozu,BullBeltHold,StrongBullish,BullEngulf|HCB Buy
NATCOPHARM|2025-12-16T09:15:00+05:30|923.6|903.2|933.8|1015.96|943.8|10.1999999999999|1.10437418796015|Profit|SL hit|2025-12-16T09:30:00+05:30|2025-12-19T09:32:00+05:30|StrongBullish,TweezerBottom,SeparatingLines|HCB Buy
JKTYRE|2026-01-01T09:15:00+05:30|513.95|502.6|519.625|565.345|524.7|5.67499999999995|1.10419301488471|Profit|SL hit|2026-01-01T09:34:00+05:30|2026-01-02T09:40:00+05:30|No15mData|HCB Buy
MOTHERSON|2025-12-11T09:30:00+05:30|117.9|116.6|119.2|129.69|119.55|1.30000000000001|1.10262934690417|Profit|SL hit|2025-12-11T09:48:00+05:30|2025-12-11T11:12:00+05:30|No15mData|Hourly Support Buy
IDBI|2025-12-24T09:15:00+05:30|100.77|100.05|101.88|110.847|102.6|1.11|1.10151830902054|Profit|SL hit|2025-12-24T09:42:00+05:30|2025-12-24T10:25:00+05:30|No15mData|HCB Buy
IDBI|2025-12-24T09:15:00+05:30|100.77|100.05|101.88|110.847|102.6|1.11|1.10151830902054|Profit|SL hit|2025-12-24T09:42:00+05:30|2025-12-24T10:25:00+05:30|No15mData|Hourly Support Buy
NMDC|2025-10-09T09:15:00+05:30|77.63|76.49|78.485|85.393|78.82|0.855000000000004|1.10137833311864|Profit|SL hit|2025-10-09T09:30:00+05:30|2025-10-09T11:31:00+05:30|No15mData|HCB Buy
QPOWER|2026-02-23T09:15:00+05:30|909|889|919|999.9|924.9|10|1.1001100110011|Profit|SL hit|2026-02-23T09:33:00+05:30|2026-02-23T09:46:00+05:30|BullKicker,RisingWindow,MorningStar|HCB Buy
TMPV|2026-02-09T09:15:00+05:30|373.7|369.6|377.8|411.07|378.85|4.09999999999997|1.09713674070109|Profit|SL hit|2026-02-09T10:06:00+05:30|2026-02-09T11:04:00+05:30|-|HCB Buy
SBIN|2025-10-10T09:15:00+05:30|870.85|861.3|880.4|957.935|883.75|9.55000000000007|1.09662972957456|Profit|SL hit|2025-10-10T09:31:00+05:30|2025-10-10T11:09:00+05:30|StrongBullish|HCB Buy
YATRA|2025-10-01T09:15:00+05:30|142.73|139.6|144.295|157.003|145.11|1.565|1.09647586351853|Profit|SL hit|2025-10-01T09:37:00+05:30|2025-10-01T15:25:00+05:30|No15mData|Hourly Support Buy
TECHM|2025-12-04T09:15:00+05:30|1551|1541.1|1568|1706.1|1577.9|17|1.09606705351386|Profit|SL hit|2025-12-04T09:38:00+05:30|2025-12-04T11:03:00+05:30|No15mData|HCB Buy
HDFCAMC|2026-02-04T09:15:00+05:30|2720|2660.4|2749.8|2992|2772.5|29.8000000000002|1.09558823529412|Profit|SL hit|2026-02-04T09:31:00+05:30|2026-02-05T10:19:00+05:30|No15mData|HCB Buy
HDFCAMC|2026-02-04T09:15:00+05:30|2720|2660.4|2749.8|2992|2772.5|29.8000000000002|1.09558823529412|Profit|SL hit|2026-02-04T09:31:00+05:30|2026-02-05T10:19:00+05:30|No15mData|Hourly Support Buy
RBA|2026-02-05T09:15:00+05:30|64|63.3|64.7|70.4|64.97|0.700000000000003|1.09375|Profit|SL hit|2026-02-05T10:13:00+05:30|2026-02-05T11:34:00+05:30|StrongBullish,BullEngulf|HCB Buy
SAMBHV|2025-10-29T09:15:00+05:30|112|109.55|113.225|123.2|113.9|1.22499999999999|1.09375|Profit|SL hit|2025-10-29T09:31:00+05:30|2025-10-29T09:55:00+05:30|No15mData|HCB Buy
IXIGO|2025-10-06T09:15:00+05:30|290.4|284.05|293.575|319.44|296.7|3.17499999999995|1.09331955922863|Profit|SL hit|2025-10-06T09:34:00+05:30|2025-10-06T09:43:00+05:30|No15mData|HCB Buy
ASIANPAINT|2025-11-06T09:15:00+05:30|2617.3|2560.1|2645.9|2879.03|2666.8|28.6000000000004|1.09272914835901|Profit|SL hit|2025-11-06T09:38:00+05:30|2025-11-11T09:15:00+05:30|No15mData|HCB Buy
TATAELXSI|2025-12-19T09:15:00+05:30|5175|5062|5231.5|5692.5|5283.5|56.5|1.09178743961353|Profit|SL hit|2025-12-19T09:35:00+05:30|2025-12-19T10:47:00+05:30|BullKicker,RisingWindow|HCB Buy
LODHA|2025-11-03T09:15:00+05:30|1210|1196.8|1223.2|1331|1229.6|13.2|1.09090909090909|Profit|SL hit|2025-11-03T09:39:00+05:30|2025-11-03T09:50:00+05:30|RisingWindow,BullMatHold|HCB Buy
HINDCOPPER|2026-01-14T09:15:00+05:30|553.7|545.65|559.7375|609.07|563.7|6.03750000000002|1.09039190897598|Profit|SL hit|2026-01-14T09:33:00+05:30|2026-01-14T10:03:00+05:30|No15mData|HCB Buy
ANGELONE|2026-03-18T09:15:00+05:30|222|217.16|224.42|244.2|225.8|2.42000000000002|1.0900900900901|Profit|SL hit|2026-03-18T09:31:00+05:30|2026-03-18T09:55:00+05:30|No15mData|HCB Buy
BAJAJFINSV|2025-10-20T09:15:00+05:30|2111|2088|2134|2322.1|2141.5|23|1.08953102794884|Profit|SL hit|2025-10-20T10:00:00+05:30|2025-10-20T11:41:00+05:30|StrongBullish,TweezerBottom,SeparatingLines|HCB Buy
JUBLFOOD|2026-02-05T09:15:00+05:30|523.55|515.95|529.25|575.905|531.75|5.69999999999993|1.08872123006397|Profit|SL hit|2026-02-05T09:30:00+05:30|2026-02-05T10:49:00+05:30|Marubozu,BullBeltHold,StrongBullish,RisingWindow,MorningStar|HCB Buy
SAMBHV|2025-11-04T09:15:00+05:30|115.78|113.26|117.04|127.358|117.9|1.25999999999999|1.08827085852478|Profit|SL hit|2025-11-04T09:36:00+05:30|2025-11-04T13:14:00+05:30|BullKicker,RisingWindow|HCB Buy
SAMBHV|2025-11-04T09:15:00+05:30|115.78|113.26|117.04|127.358|117.9|1.25999999999999|1.08827085852478|Profit|SL hit|2025-11-04T09:36:00+05:30|2025-11-04T13:14:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
REDINGTON|2025-11-19T09:15:00+05:30|293.5|289.25|296.6875|322.85|298.25|3.1875|1.08603066439523|Profit|SL hit|2025-11-19T10:08:00+05:30|2025-11-20T09:17:00+05:30|No15mData|HCB Buy
DCBBANK|2026-02-17T09:15:00+05:30|193.46|191.36|195.56|212.806|196.4|2.09999999999999|1.08549570970743|Profit|SL hit|2026-02-17T09:33:00+05:30|2026-02-17T10:28:00+05:30|Doji,BullKicker,RisingWindow|HCB Buy
HINDPETRO|2025-10-31T09:15:00+05:30|474.5|469.35|479.65|521.95|484.1|5.14999999999998|1.08535300316122|Profit|SL hit|2025-10-31T09:45:00+05:30|2025-10-31T13:07:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
CAMS|2025-10-27T09:15:00+05:30|787.8|776.4|796.35|866.58|799.6|8.54999999999996|1.08530083777608|Profit|SL hit|2025-10-27T09:48:00+05:30|2025-10-28T09:16:00+05:30|StrongBullish,RisingWindow,BullMatHold|HCB Buy
M&MFIN|2026-01-30T09:15:00+05:30|378.7|370.5|382.8|416.57|385.45|4.09999999999997|1.08265117507261|Profit|SL hit|2026-01-30T09:31:00+05:30|2026-01-30T09:53:00+05:30|No15mData|HCB Buy
ASHOKLEY|2026-01-23T09:15:00+05:30|194.2|190|196.3|213.62|197.51|2.09999999999999|1.08135942327497|Profit|SL hit|2026-01-23T09:31:00+05:30|2026-01-23T10:04:00+05:30|No15mData|HCB Buy
UNIONBANK|2025-10-27T09:15:00+05:30|143.72|141.65|145.2725|158.092|146.2|1.55249999999998|1.08022543835234|Profit|SL hit|2025-10-27T09:30:00+05:30|2025-10-27T15:25:00+05:30|MorningStar|HCB Buy
BANKINDIA|2026-02-17T09:15:00+05:30|166.8|165|168.6|183.48|169.14|1.80000000000001|1.07913669064749|Profit|SL hit|2026-02-17T09:30:00+05:30|2026-02-17T10:41:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
ITCHOTELS|2025-10-20T09:15:00+05:30|220.75|217.58|223.1275|242.825|224.4|2.3775|1.07701019252548|Profit|SL hit|2025-10-20T09:38:00+05:30|2025-10-21T13:58:00+05:30|StrongBullish,RisingWindow,MorningStar|HCB Buy
ANGELONE|2025-10-27T09:15:00+05:30|254.46|250.81|257.1975|279.906|258.8|2.73749999999998|1.07580759254892|Profit|SL hit|2025-10-27T09:33:00+05:30|2025-10-28T09:21:00+05:30|BullKicker,RisingWindow|HCB Buy
MRPL|2026-01-29T09:15:00+05:30|166.64|164.25|168.4325|183.304|169.2|1.79249999999999|1.0756721075372|Profit|SL hit|2026-01-29T09:34:00+05:30|2026-01-29T09:40:00+05:30|No15mData|HCB Buy
JAYNECOIND|2025-10-24T09:15:00+05:30|73.48|71.9|74.27|80.828|74.67|0.790000000000006|1.07512248230812|Profit|SL hit|2025-10-24T09:36:00+05:30|2025-10-24T10:18:00+05:30|-|HCB Buy
TTML|2025-09-15T09:15:00+05:30|58|57.17|58.6225|63.8|58.95|0.622500000000002|1.07327586206897|Profit|SL hit|2025-09-15T09:31:00+05:30|2025-09-15T09:45:00+05:30|StrongBullish,BullKicker,SeparatingLines|Hourly Support Buy
SCI|2025-12-26T09:15:00+05:30|220.95|216.21|223.32|243.045|225.5|2.37|1.07264086897488|Profit|SL hit|2025-12-26T09:37:00+05:30|2025-12-26T10:20:00+05:30|RisingWindow,ThreeOutsideUp|HCB Buy
IEX|2025-10-24T09:15:00+05:30|146.15|144.06|147.7175|160.765|148.49|1.5675|1.07252822442696|Profit|SL hit|2025-10-24T09:32:00+05:30|2025-10-24T12:26:00+05:30|RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
BBOX|2025-11-07T14:15:00+05:30|540.8|529.2|546.6|594.88|551.75|5.79999999999995|1.07248520710058|Profit|SL hit|2025-11-07T14:49:00+05:30|2025-11-10T09:19:00+05:30|Doji,ShootingStar|Hourly Support Buy
CHENNPETRO|2026-03-04T10:15:00+05:30|963.5|942.85|973.825|1059.85|979.7|10.325|1.07161390762844|Profit|SL hit|2026-03-04T10:32:00+05:30|2026-03-04T10:48:00+05:30|-|Hourly Support Buy
MAHABANK|2025-12-31T09:15:00+05:30|61.59|60.27|62.25|67.749|62.65|0.659999999999997|1.07160253287871|Profit|SL hit|2025-12-31T09:34:00+05:30|2025-12-31T11:43:00+05:30|No15mData|HCB Buy
TATASTEEL|2025-12-19T15:00:00+05:30|168.96|168.27|170.77|185.856|171.46|1.81|1.07125946969697|Profit|SL hit|2025-12-22T09:15:00+05:30|2025-12-22T09:36:00+05:30|-|Hourly Support Buy
INDUSINDBK|2025-12-22T09:15:00+05:30|850|840.9|859.1|935|862.8|9.10000000000002|1.07058823529412|Profit|SL hit|2025-12-22T09:38:00+05:30|2025-12-22T11:10:00+05:30|BullKicker,RisingWindow|HCB Buy
SILVERTUC|2025-12-30T09:15:00+05:30|92.99|91|93.985|102.289|94.88|0.99499999999999|1.07000752769114|Profit|SL hit|2025-12-30T09:51:00+05:30|2025-12-30T10:20:00+05:30|RisingWindow|HCB Buy
LAURUSLABS|2026-02-26T09:15:00+05:30|1084.6|1073|1096.2|1193.06|1103.55|11.5999999999999|1.06951871657753|Profit|SL hit|2026-02-26T09:32:00+05:30|2026-02-26T09:59:00+05:30|No15mData|HCB Buy
AEGISLOG|2026-02-25T09:15:00+05:30|720|704.6|727.7|792|734.5|7.70000000000005|1.06944444444445|Profit|SL hit|2026-02-25T09:48:00+05:30|2026-02-25T15:09:00+05:30|No15mData|HCB Buy
MAZDOCK|2025-12-29T09:15:00+05:30|2596|2559|2623.75|2855.6|2635.9|27.75|1.06895223420647|Profit|SL hit|2025-12-29T09:30:00+05:30|2025-12-29T09:37:00+05:30|No15mData|HCB Buy
PPLPHARMA|2025-10-23T09:15:00+05:30|201.3|197|203.45|221.43|204.95|2.15000000000001|1.06805762543468|Profit|SL hit|2025-10-23T10:02:00+05:30|2025-10-23T15:08:00+05:30|No15mData|HCB Buy
JSWENERGY|2026-03-10T09:15:00+05:30|489.4|478.95|494.625|538.34|498.7|5.22500000000002|1.06763383735186|Profit|SL hit|2026-03-10T10:14:00+05:30|2026-03-11T09:54:00+05:30|-|HCB Buy
HINDPETRO|2026-02-02T09:15:00+05:30|442.95|433.5|447.675|487.245|451.6|4.72499999999997|1.06671181848966|Profit|SL hit|2026-02-02T09:30:00+05:30|2026-02-02T10:45:00+05:30|No15mData|HCB Buy
OIL|2025-09-19T09:15:00+05:30|403.55|399.4|407.85|443.905|412|4.29999999999995|1.06554330318423|Profit|SL hit|2025-09-19T09:43:00+05:30|2025-09-23T09:17:00+05:30|VeryBullish,RisingWindow,BullMatHold|Hourly Support Buy
PFOCUS|2026-02-16T09:15:00+05:30|264.9|259.26|267.72|291.39|269.5|2.81999999999999|1.06455266138165|Profit|SL hit|2026-02-16T09:30:00+05:30|2026-02-16T09:58:00+05:30|VeryBullish,BullKicker,TweezerBottom,SeparatingLines|HCB Buy
MOSCHIP|2025-12-22T09:15:00+05:30|205.9|202.98|208.09|226.49|209|2.19000000000003|1.06362311801847|Profit|SL hit|2025-12-22T09:51:00+05:30|2025-12-22T09:55:00+05:30|Doji,RisingWindow|HCB Buy
ADANIPORTS|2025-11-12T09:15:00+05:30|1486.7|1475.5|1502.5|1635.37|1513.7|15.8|1.06275644043855|Profit|SL hit|2025-11-12T09:41:00+05:30|2025-11-12T10:39:00+05:30|No15mData|HCB Buy
PATANJALI|2026-01-05T09:15:00+05:30|560.35|556.2|566.3|616.385|570.45|5.95000000000005|1.06183635227983|Profit|SL hit|2026-01-05T09:33:00+05:30|2026-01-05T10:32:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
LEMONTREE|2025-11-28T09:15:00+05:30|157.53|155.3|159.2025|173.283|159.9|1.67249999999999|1.06170253285088|Profit|SL hit|2025-11-28T09:34:00+05:30|2025-11-28T09:51:00+05:30|No15mData|HCB Buy
JAMNAAUTO|2025-12-15T09:15:00+05:30|126.79|124.1|128.135|139.469|129.13|1.34500000000001|1.06080921208298|Profit|SL hit|2025-12-15T09:31:00+05:30|2025-12-16T09:33:00+05:30|-|HCB Buy
FORTIS|2026-01-06T09:15:00+05:30|927.1|914|936.925|1019.81|940.75|9.82500000000005|1.0597562291015|Profit|SL hit|2026-01-06T09:30:00+05:30|2026-01-06T13:13:00+05:30|StrongBullish,BullMatHold,ThreeOutsideUp|HCB Buy
MOTHERSON|2025-10-16T09:15:00+05:30|106.19|104.69|107.315|116.809|107.7|1.125|1.05942179112911|Profit|SL hit|2025-10-16T09:38:00+05:30|2025-10-16T10:18:00+05:30|No15mData|HCB Buy
SHANTIGOLD|2025-10-30T09:15:00+05:30|220.9|217.78|223.24|242.99|224.5|2.34|1.05930285196922|Profit|SL hit|2025-10-30T09:35:00+05:30|2025-10-30T09:50:00+05:30|No15mData|HCB Buy
PARADEEP|2025-12-22T09:15:00+05:30|159.67|156.29|161.36|175.637|162.95|1.69|1.05843301809983|Profit|SL hit|2025-12-22T09:30:00+05:30|2025-12-22T10:06:00+05:30|BullBeltHold,StrongBullish,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
RAJOOENG|2026-01-02T15:00:00+05:30|64.25|63.57|64.93|70.675|65.25|0.680000000000007|1.05836575875487|Profit|SL hit|2026-01-02T15:22:00+05:30|2026-01-02T15:28:00+05:30|SpinningTop|Hourly Support Buy
NATIONALUM|2025-11-11T09:15:00+05:30|261.8|256.26|264.57|287.98|266.4|2.77000000000004|1.05805958747137|Profit|SL hit|2025-11-11T09:30:00+05:30|2025-11-12T09:15:00+05:30|StrongBullish,RisingWindow,MorningStar|HCB Buy
LTF|2025-11-26T09:15:00+05:30|301.6|297.35|304.7875|331.76|306.9|3.1875|1.05686339522546|Profit|SL hit|2025-11-26T09:47:00+05:30|2025-11-26T13:27:00+05:30|No15mData|HCB Buy
HDFCLIFE|2025-11-26T09:15:00+05:30|773.65|762.75|781.825|851.015|787|8.17499999999996|1.05667937697925|Profit|SL hit|2025-11-26T09:30:00+05:30|2025-11-26T10:11:00+05:30|No15mData|HCB Buy
SUNPHARMA|2025-10-06T09:15:00+05:30|1637.3|1620|1654.6|1801.03|1659.7|17.3|1.05661760214988|Profit|SL hit|2025-10-06T09:33:00+05:30|2025-10-06T15:00:00+05:30|No15mData|HCB Buy
SAMBHV|2025-09-17T09:15:00+05:30|122.3|119.72|123.59|134.53|124.44|1.29000000000001|1.05478331970565|Profit|SL hit|2025-09-17T09:32:00+05:30|2025-09-17T09:49:00+05:30|No15mData|Hourly Support Buy
PETRONET|2025-10-29T09:15:00+05:30|279.75|276.8|282.7|307.725|284.35|2.94999999999999|1.05451295799821|Profit|SL hit|2025-10-29T09:30:00+05:30|2025-10-29T12:16:00+05:30|No15mData|HCB Buy
BELRISE|2025-10-01T09:15:00+05:30|158.47|156.8|160.14|174.317|161|1.66999999999999|1.05382722281819|Profit|SL hit|2025-10-01T09:33:00+05:30|2025-10-01T09:44:00+05:30|No15mData|HCB Buy
AXISGOLD|2026-01-19T09:15:00+05:30|120.61|119.34|121.88|132.671|123|1.27|1.05298068153552|Profit|SL hit|2026-01-19T09:50:00+05:30|2026-01-19T15:06:00+05:30|No15mData|HCB Buy
PNB|2025-10-10T09:15:00+05:30|115.05|114.16|116.26|126.555|117.15|1.21000000000001|1.05171664493699|Profit|SL hit|2025-10-10T09:30:00+05:30|2025-10-10T11:11:00+05:30|SeparatingLines|HCB Buy
MOTHERSON|2025-10-23T09:15:00+05:30|107.54|106.41|108.67|118.294|109.65|1.13000000000001|1.0507718058397|Profit|SL hit|2025-10-23T09:32:00+05:30|2025-10-23T12:48:00+05:30|No15mData|HCB Buy
TMCV|2026-02-09T09:15:00+05:30|461.65|456.8|466.5|507.815|468.75|4.84999999999997|1.05057944330119|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-09T09:37:00+05:30|Doji,BullKicker,RisingWindow|HCB Buy
HBLENGINE|2025-10-27T09:15:00+05:30|952|932|962|1047.2|970|10|1.05042016806723|Profit|SL hit|2025-10-27T09:45:00+05:30|2025-10-27T10:17:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
INDUSTOWER|2025-12-24T09:15:00+05:30|417.85|412|422.2375|459.635|423.75|4.38750000000005|1.05001794902478|Profit|SL hit|2025-12-24T10:13:00+05:30|2025-12-24T11:04:00+05:30|No15mData|HCB Buy
ONMOBILE|2025-10-03T09:15:00+05:30|69.6|68.14|70.33|76.56|70.95|0.72999999999999|1.04885057471263|Profit|SL hit|2025-10-03T09:33:00+05:30|2025-10-03T10:00:00+05:30|Marubozu,BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
UNIONBANK|2026-02-23T09:15:00+05:30|198.8|194.63|200.885|218.68|202.24|2.08500000000001|1.04879275653924|Profit|SL hit|2026-02-23T09:30:00+05:30|2026-02-24T11:46:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
ABCAPITAL|2025-11-25T09:15:00+05:30|337|332.3|340.525|370.7|341.95|3.52499999999998|1.04599406528189|Profit|SL hit|2025-11-25T09:35:00+05:30|2025-11-25T10:40:00+05:30|BullKicker,RisingWindow|HCB Buy
PENIND|2026-03-20T09:15:00+05:30|143.56|140.56|145.06|157.916|145.97|1.5|1.04485929228197|Profit|SL hit|2026-03-20T09:30:00+05:30|2026-03-20T14:00:00+05:30|StrongBullish,BullKicker,SeparatingLines|HCB Buy
EQUITASBNK|2025-10-03T15:15:00+05:30|57.56|57.22|58.16|63.316|58.5|0.599999999999994|1.04239054899235|Profit|SL hit|2025-10-06T09:15:00+05:30|2025-10-06T09:24:00+05:30|SpinningTop|Hourly Support Buy
SAIL|2026-01-22T09:15:00+05:30|151.2|148.05|152.775|166.32|153.9|1.57499999999999|1.04166666666666|Profit|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T09:42:00+05:30|No15mData|HCB Buy
GRANULES|2025-10-09T09:15:00+05:30|564.75|553|570.625|621.225|575|5.875|1.04028331119965|Profit|SL hit|2025-10-09T09:30:00+05:30|2025-10-09T10:07:00+05:30|No15mData|HCB Buy
INDUSINDBK|2025-11-13T09:15:00+05:30|877.3|859.05|886.425|965.03|892.35|9.125|1.04012310498119|Profit|SL hit|2025-11-13T09:56:00+05:30|2025-11-13T11:12:00+05:30|No15mData|HCB Buy
SONACOMS|2025-10-14T09:15:00+05:30|440.5|434.4|445.075|484.55|446.75|4.57500000000005|1.03859250851306|Profit|SL hit|2025-10-14T09:30:00+05:30|2025-10-14T10:43:00+05:30|StrongBullish,RisingWindow|HCB Buy
LODHA|2026-02-09T09:15:00+05:30|1078.95|1056.55|1090.15|1186.845|1100|11.2|1.03804624866769|Profit|SL hit|2026-02-09T09:34:00+05:30|2026-02-10T09:21:00+05:30|BullKicker,RisingWindow|HCB Buy
AEROFLEX|2026-02-26T09:15:00+05:30|230.79|226|233.185|253.869|234.9|2.39500000000001|1.03773993673903|Profit|SL hit|2026-02-26T09:30:00+05:30|2026-02-27T09:20:00+05:30|No15mData|HCB Buy
IOC|2026-02-11T09:15:00+05:30|179.3|176.82|181.16|197.23|182.25|1.86000000000001|1.03736754043503|Profit|SL hit|2026-02-11T09:30:00+05:30|2026-02-12T09:16:00+05:30|No15mData|HCB Buy
MCX|2026-03-05T09:15:00+05:30|2551|2498.1|2577.45|2806.1|2590.7|26.4499999999998|1.03684829478635|Profit|SL hit|2026-03-05T09:45:00+05:30|2026-03-06T09:24:00+05:30|No15mData|HCB Buy
PRICOLLTD|2025-11-18T09:15:00+05:30|630|616.95|636.525|693|639.95|6.52499999999998|1.03571428571428|Profit|SL hit|2025-11-18T09:34:00+05:30|2025-11-18T13:36:00+05:30|BullKicker,RisingWindow|HCB Buy
KARURVYSYA|2026-02-17T09:15:00+05:30|321.35|314.7|324.675|353.485|326.45|3.32500000000005|1.03469737046835|Profit|SL hit|2026-02-17T09:30:00+05:30|2026-02-17T11:30:00+05:30|StrongBullish,BullKicker,SeparatingLines,RisingWindow|HCB Buy
TFCILTD|2026-01-29T09:15:00+05:30|64.85|63.51|65.52|71.335|65.95|0.670000000000002|1.03315343099461|Profit|SL hit|2026-01-29T09:35:00+05:30|2026-01-29T11:50:00+05:30|No15mData|HCB Buy
M&M|2025-09-30T15:15:00+05:30|3435|3422.6|3470.4|3778.5|3482.8|35.4000000000001|1.03056768558952|Profit|SL hit|2025-10-01T09:15:00+05:30|2025-10-01T09:51:00+05:30|-|Hourly Support Buy
BANDHANBNK|2026-02-24T09:15:00+05:30|176.44|172.81|178.255|194.084|179.22|1.815|1.0286783042394|Profit|SL hit|2026-02-24T09:30:00+05:30|2026-02-24T09:39:00+05:30|BullBeltHold,StrongBullish,BullKicker,RisingWindow|HCB Buy
HINDZINC|2025-12-12T09:15:00+05:30|539.75|532.35|545.3|593.725|547.85|5.54999999999995|1.02825382121352|Profit|SL hit|2025-12-12T09:39:00+05:30|2025-12-12T11:07:00+05:30|BullKicker,RisingWindow|HCB Buy
GPPL|2025-11-20T09:15:00+05:30|176.25|174.46|178.06|193.875|179.85|1.81|1.02695035460993|Profit|SL hit|2025-11-20T09:31:00+05:30|2025-11-20T09:36:00+05:30|No15mData|Hourly Support Buy
GMDCLTD|2026-01-27T15:15:00+05:30|533.3|526|538.775|586.63|540.6|5.47499999999991|1.02662666416649|Profit|SL hit|2026-01-28T09:15:00+05:30|2026-01-28T09:22:00+05:30|Doji|Hourly Support Buy
DCXINDIA|2026-02-18T09:15:00+05:30|187.8|183.95|189.725|206.58|191.39|1.92500000000001|1.02502662406816|Profit|SL hit|2026-02-18T09:31:00+05:30|2026-02-18T10:37:00+05:30|No15mData|HCB Buy
ANURAS|2025-09-23T15:00:00+05:30|1098|1083|1109.25|1207.8|1115|11.25|1.02459016393443|Profit|SL hit|2025-09-23T15:21:00+05:30|2025-09-24T09:15:00+05:30|VeryBullish,Hammer|Hourly Support Buy
INDUSTOWER|2025-12-11T09:15:00+05:30|405.35|401.2|409.5|445.885|410.8|4.15000000000003|1.02380658690022|Profit|SL hit|2025-12-11T09:43:00+05:30|2025-12-11T10:26:00+05:30|No15mData|HCB Buy
ROLEXRINGS|2026-02-11T09:15:00+05:30|133.38|130.65|134.745|146.718|135.9|1.36500000000001|1.0233918128655|Profit|SL hit|2026-02-11T09:51:00+05:30|2026-02-11T09:57:00+05:30|No15mData|HCB Buy
ROLEXRINGS|2026-02-11T09:15:00+05:30|133.38|130.65|134.745|146.718|135.9|1.36500000000001|1.0233918128655|Profit|SL hit|2026-02-11T09:51:00+05:30|2026-02-11T09:57:00+05:30|No15mData|Hourly Support Buy
COCHINSHIP|2026-02-09T09:15:00+05:30|1519.7|1488.6|1535.25|1671.67|1544.9|15.55|1.02322826873725|Profit|SL hit|2026-02-09T09:30:00+05:30|2026-02-09T14:18:00+05:30|StrongBullish,BullKicker,RisingWindow|Hourly Support Buy
GPIL|2025-12-23T09:15:00+05:30|246.3|241.26|248.82|270.93|250.88|2.52000000000001|1.02314250913521|Profit|SL hit|2025-12-23T09:31:00+05:30|2025-12-23T10:28:00+05:30|StrongBullish,RisingWindow,ThreeOutsideUp|HCB Buy
M&MFIN|2025-12-19T09:15:00+05:30|369.55|362|373.325|406.505|375.5|3.77500000000003|1.02151265052091|Profit|SL hit|2025-12-19T09:33:00+05:30|2025-12-19T09:55:00+05:30|SpinningTop,BullKicker,RisingWindow|HCB Buy
ASIANTILES|2025-12-19T09:15:00+05:30|69.75|68.8|70.4625|76.725|70.79|0.712500000000006|1.02150537634409|Profit|SL hit|2025-12-19T09:39:00+05:30|2025-12-19T10:05:00+05:30|BullKicker,RisingWindow|HCB Buy
MOM100|2025-11-26T09:15:00+05:30|65.39|64.5|66.0575|71.929|66.29|0.667500000000004|1.02079828719988|Profit|SL hit|2025-11-26T09:30:00+05:30|2025-11-27T10:30:00+05:30|No15mData|HCB Buy
