Stock|Date|BuyPrice|sl|tsl|target|high|Points|Points %|status|tslStatus|triggerTime|exitTime|pattern|strategy
JAMNAAUTO|2026-01-01T09:15:00+05:30|128.32|126.54|127.03|141.152|128.81|0||Loss|SL hit|2026-01-01T09:31:00+05:30|2026-01-01T12:14:00+05:30|No15mData|HCB Buy
NYKAA|2026-01-01T09:15:00+05:30|267.65|264.25|265|294.415|268.4|0||Loss|SL hit|2026-01-01T09:33:00+05:30|2026-01-02T11:09:00+05:30|No15mData|HCB Buy
IOC|2026-01-01T09:15:00+05:30|167.9|166.79|166.79|184.69|168.2|0||Loss|SL hit|2026-01-01T09:33:00+05:30|2026-01-01T10:09:00+05:30|No15mData|HCB Buy
HDFCBANK|2026-01-01T09:15:00+05:30|996.4|993|994.15|1096.04|997.55|0||Loss|SL hit|2026-01-01T09:36:00+05:30|2026-01-01T10:06:00+05:30|No15mData|HCB Buy
HEG|2026-01-01T09:15:00+05:30|636.45|621.25|621.25|700.095|638|0||Loss|SL hit|2026-01-01T09:40:00+05:30|2026-01-01T09:55:00+05:30|No15mData|HCB Buy
SUNTV|2026-01-01T09:15:00+05:30|599.75|589.5|591.75|659.725|602|0||Loss|SL hit|2026-01-01T09:45:00+05:30|2026-01-01T10:10:00+05:30|No15mData|HCB Buy
MOIL|2026-01-01T15:15:00+05:30|369|366.15|366.15|405.9|381|0||Loss|SL hit|2026-01-02T09:15:00+05:30|2026-01-05T13:06:00+05:30|-|Hourly Support Buy
BDL|2026-01-02T09:15:00+05:30|1501|1483.4|1488.4|1651.1|1506|0||Loss|SL hit|2026-01-02T09:30:00+05:30|2026-01-02T11:49:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
HEROMOTOCO|2026-01-02T09:15:00+05:30|6023|5875|5901|6625.3|6049|0||Loss|SL hit|2026-01-02T09:30:00+05:30|2026-01-08T10:53:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
INDUSINDBK|2026-01-02T09:15:00+05:30|904.95|890.25|895.3|995.445|910|0||Loss|SL hit|2026-01-02T09:30:00+05:30|2026-01-05T14:03:00+05:30|BullKicker,RisingWindow|HCB Buy
ATHERENERG|2026-01-02T09:15:00+05:30|751.6|736.2|738.4|826.76|753.8|0||Loss|SL hit|2026-01-02T09:31:00+05:30|2026-01-02T15:28:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
JKTYRE|2026-01-02T09:15:00+05:30|523.95|515.15|515.15|576.345|524.7|0||Loss|SL hit|2026-01-02T09:31:00+05:30|2026-01-02T12:30:00+05:30|BullKicker,RisingWindow|HCB Buy
FEDERALBNK|2026-01-02T09:15:00+05:30|268.25|266.35|266.85|295.075|268.75|0||Loss|SL hit|2026-01-02T09:32:00+05:30|2026-01-02T11:11:00+05:30|RisingWindow|HCB Buy
RAIN|2026-01-02T09:15:00+05:30|148.05|145.25|146.1|162.855|148.9|0||Loss|SL hit|2026-01-02T09:36:00+05:30|2026-01-02T10:37:00+05:30|SeparatingLines|HCB Buy
LTF|2026-01-02T09:15:00+05:30|320.65|316.3|317.15|352.715|321.5|0||Loss|SL hit|2026-01-02T09:36:00+05:30|2026-01-05T09:35:00+05:30|VeryBullish,Hammer,BullKicker,RisingWindow|HCB Buy
TATASTEEL|2026-01-02T09:15:00+05:30|183.25|181.89|182.49|201.575|183.85|0||Loss|SL hit|2026-01-02T09:37:00+05:30|2026-01-02T12:47:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
ABCAPITAL|2026-01-02T09:15:00+05:30|364.45|359.65|361.5|400.895|366.3|0||Loss|SL hit|2026-01-02T09:42:00+05:30|2026-01-02T12:31:00+05:30|VeryBullish,Hammer,BullKicker,RisingWindow|HCB Buy
GREAVESCOT|2026-01-02T09:30:00+05:30|194.93|193|193|214.423|195|0||Loss|SL hit|2026-01-02T09:45:00+05:30|2026-01-02T15:27:00+05:30|RisingWindow|Hourly Support Buy
TFCILTD|2026-01-02T09:15:00+05:30|70.55|69.05|69.65|77.605|71.15|0||Loss|SL hit|2026-01-02T09:46:00+05:30|2026-01-02T13:15:00+05:30|Doji,SpinningTop,LongLeggedDoji,BullKicker,RisingWindow|HCB Buy
NBCC|2026-01-02T09:15:00+05:30|123.07|121.85|122.21|135.377|123.43|0||Loss|SL hit|2026-01-02T09:49:00+05:30|2026-01-02T11:21:00+05:30|Doji,SpinningTop,LongLeggedDoji,BullKicker,TweezerBottom,SeparatingLines,RisingWindow|HCB Buy
PRICOLLTD|2026-01-02T09:15:00+05:30|673.65|660.8|663.95|741.015|676.8|0||Loss|SL hit|2026-01-02T09:49:00+05:30|2026-01-02T11:01:00+05:30|BullKicker,RisingWindow,MorningStar|HCB Buy
PFOCUS|2026-01-02T09:15:00+05:30|235.9|229.67|231.29|259.49|237.52|0||Loss|SL hit|2026-01-02T09:53:00+05:30|2026-01-02T10:43:00+05:30|StrongBullish|HCB Buy
PFOCUS|2026-01-02T09:45:00+05:30|236.99|232|232.53|260.689|237.52|0||Loss|SL hit|2026-01-02T10:00:00+05:30|2026-01-02T10:32:00+05:30|StrongBullish|Hourly Support Buy
PWL|2026-01-02T09:45:00+05:30|135.19|133|133.89|148.709|136.08|0||Loss|SL hit|2026-01-02T10:05:00+05:30|2026-01-02T10:36:00+05:30|-|Hourly Support Buy
LENSKART|2026-01-02T10:00:00+05:30|456.75|447.05|447.05|502.425|456.8|0||Loss|SL hit|2026-01-02T10:16:00+05:30|2026-01-05T09:16:00+05:30|-|Hourly Support Buy
PVRINOX|2026-01-02T10:00:00+05:30|1048.4|1021.8|1028.5|1153.24|1055.1|0||Loss|SL hit|2026-01-02T10:23:00+05:30|2026-01-06T13:33:00+05:30|-|Hourly Support Buy
ASHOKLEY|2026-01-05T09:15:00+05:30|191|187.16|187.16|210.1|191.8|0||Loss|SL hit|2026-01-05T09:32:00+05:30|2026-01-05T12:50:00+05:30|RisingWindow|HCB Buy
AMBUJACEM|2026-01-05T09:15:00+05:30|571.6|567.05|568.55|628.76|573.1|0||Loss|SL hit|2026-01-05T09:32:00+05:30|2026-01-05T11:35:00+05:30|BullKicker,RisingWindow|HCB Buy
ORIENTCEM|2026-01-05T09:15:00+05:30|175.35|173.1|173.55|192.885|175.8|0||Loss|SL hit|2026-01-05T09:32:00+05:30|2026-01-06T10:20:00+05:30|StrongBullish,RisingWindow|HCB Buy
ADANIGREEN|2026-01-05T09:15:00+05:30|1041.6|1034.1|1037.2|1145.76|1044.7|0||Loss|SL hit|2026-01-05T09:33:00+05:30|2026-01-05T09:36:00+05:30|BullKicker,RisingWindow|HCB Buy
HSCL|2026-01-05T09:15:00+05:30|498.2|491.8|491.8|548.02|498.8|0||Loss|SL hit|2026-01-05T09:33:00+05:30|2026-01-05T11:19:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
APOLLO|2026-01-05T09:15:00+05:30|276.3|271|271|303.93|276.8|0||Loss|SL hit|2026-01-05T09:42:00+05:30|2026-01-05T10:57:00+05:30|SpinningTop|HCB Buy
COCHINSHIP|2026-01-05T09:15:00+05:30|1662.9|1621.1|1624.8|1829.19|1666.6|0||Loss|SL hit|2026-01-05T09:46:00+05:30|2026-01-05T14:09:00+05:30|BullMatHold|Hourly Support Buy
BIOCON|2026-01-05T09:15:00+05:30|397.4|392.2|393.75|437.14|398.95|0||Loss|SL hit|2026-01-05T09:47:00+05:30|2026-01-05T13:50:00+05:30|RisingWindow,MorningStar,ThreeInsideUp|HCB Buy
TATASTEEL|2026-01-05T09:15:00+05:30|186.34|182.87|184.38|204.974|187.85|0||Loss|SL hit|2026-01-05T09:55:00+05:30|2026-01-07T11:15:00+05:30|StrongBullish,BullKicker,RisingWindow|HCB Buy
TATASTEEL|2026-01-05T09:15:00+05:30|186.34|182.87|184.38|204.974|187.85|0||Loss|SL hit|2026-01-05T09:55:00+05:30|2026-01-07T11:15:00+05:30|StrongBullish,BullKicker,RisingWindow|Hourly Support Buy
LOTUSDEV|2026-01-05T09:15:00+05:30|170.1|165.99|166.59|187.11|170.7|0||Loss|SL hit|2026-01-05T09:58:00+05:30|2026-01-05T11:17:00+05:30|StrongBullish,RisingWindow|HCB Buy
ABCAPITAL|2026-01-05T09:15:00+05:30|365.4|360.05|361.15|401.94|366.5|0||Loss|SL hit|2026-01-05T10:14:00+05:30|2026-01-05T14:03:00+05:30|SeparatingLines|HCB Buy
RBA|2026-01-05T13:00:00+05:30|65.11|64.63|64.82|71.621|65.3|0||Loss|SL hit|2026-01-05T13:54:00+05:30|2026-01-05T14:10:00+05:30|StrongBullish|Hourly Support Buy
BDL|2026-01-06T09:15:00+05:30|1553.8|1524|1534.9|1709.18|1564.7|0||Loss|SL hit|2026-01-06T09:30:00+05:30|2026-01-06T13:57:00+05:30|BullKicker,RisingWindow|HCB Buy
BDL|2026-01-06T09:15:00+05:30|1553.8|1524|1534.9|1709.18|1564.7|0||Loss|SL hit|2026-01-06T09:30:00+05:30|2026-01-06T13:57:00+05:30|BullKicker,RisingWindow|Hourly Support Buy
BHEL|2026-01-06T09:15:00+05:30|302|299.45|299.45|332.2|302.4|0||Loss|SL hit|2026-01-06T09:30:00+05:30|2026-01-06T11:16:00+05:30|RisingWindow,ThreeOutsideUp|HCB Buy
BSE|2026-01-06T09:15:00+05:30|2712|2670|2681.9|2983.2|2723.9|0||Loss|SL hit|2026-01-06T09:33:00+05:30|2026-01-06T13:31:00+05:30|StrongBullish,RisingWindow|HCB Buy
BANKINDIA|2026-01-06T09:15:00+05:30|152.19|149.99|151.04|167.409|153.24|0||Loss|SL hit|2026-01-06T09:33:00+05:30|2026-01-06T14:04:00+05:30|StrongBullish,RisingWindow|HCB Buy
BELRISE|2026-01-06T09:15:00+05:30|188.3|183.9|185.4|207.13|189.8|0||Loss|SL hit|2026-01-06T09:33:00+05:30|2026-01-06T11:11:00+05:30|StrongBullish,MorningStar|HCB Buy
BELRISE|2026-01-06T09:15:00+05:30|188.3|183.9|185.4|207.13|189.8|0||Loss|SL hit|2026-01-06T09:33:00+05:30|2026-01-06T11:11:00+05:30|StrongBullish,MorningStar|Hourly Support Buy
BANDHANBNK|2026-01-06T09:15:00+05:30|148.44|146.7|147.21|163.284|148.95|0||Loss|SL hit|2026-01-06T09:33:00+05:30|2026-01-06T11:23:00+05:30|VeryBullish,Hammer,RisingWindow,BullMatHold|HCB Buy
ANGELONE|2026-01-06T09:15:00+05:30|244.88|239.6|239.6|269.368|245.47|0||Loss|SL hit|2026-01-06T09:35:00+05:30|2026-01-06T14:15:00+05:30|StrongBullish,RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
RBLBANK|2026-01-06T09:15:00+05:30|321.45|315.75|316.55|353.595|322.25|0||Loss|SL hit|2026-01-06T09:43:00+05:30|2026-01-07T09:20:00+05:30|StrongBullish|HCB Buy
HINDCOPPER|2026-01-06T09:15:00+05:30|573.3|563.1|564.4|630.63|574.6|0||Loss|SL hit|2026-01-06T09:44:00+05:30|2026-01-06T11:40:00+05:30|BullKicker,RisingWindow|HCB Buy
BAJAJFINSV|2026-01-06T09:15:00+05:30|2070|2040.8|2052.8|2277|2082|0||Loss|SL hit|2026-01-06T09:45:00+05:30|2026-01-06T11:58:00+05:30|StrongBullish,RisingWindow|HCB Buy
BAJAJFINSV|2026-01-06T09:15:00+05:30|2070|2040.8|2052.8|2277|2082|0||Loss|SL hit|2026-01-06T09:45:00+05:30|2026-01-06T11:58:00+05:30|StrongBullish,RisingWindow|Hourly Support Buy
NMDC|2026-01-06T09:15:00+05:30|84.74|83.78|83.89|93.214|84.85|0||Loss|SL hit|2026-01-06T09:47:00+05:30|2026-01-06T10:51:00+05:30|BullCounterAttack|HCB Buy
COALINDIA|2026-01-06T09:15:00+05:30|431|425.65|425.95|474.1|431.3|0||Loss|SL hit|2026-01-06T09:49:00+05:30|2026-01-06T10:25:00+05:30|BullMatHold|HCB Buy
UJJIVANSFB|2026-01-06T09:15:00+05:30|59|57.82|57.97|64.9|59.15|0||Loss|SL hit|2026-01-06T10:08:00+05:30|2026-01-06T14:36:00+05:30|RisingWindow,BullMatHold,ThreeOutsideUp|HCB Buy
BANKBETA|2026-01-06T15:15:00+05:30|62.03|61.83|61.83|68.233|62.16|0||Loss|SL hit|2026-01-07T09:15:00+05:30|2026-01-07T09:19:00+05:30|StrongBullish|Hourly Support Buy
BDL|2026-01-07T09:15:00+05:30|1554|1526.5|1529|1709.4|1556.5|0||Loss|SL hit|2026-01-07T09:31:00+05:30|2026-01-07T12:38:00+05:30|No15mData|HCB Buy
PPLPHARMA|2026-01-07T09:15:00+05:30|183.49|179.98|181.53|201.839|185.04|0||Loss|SL hit|2026-01-07T09:31:00+05:30|2026-01-07T11:44:00+05:30|No15mData|HCB Buy
PPLPHARMA|2026-01-07T09:15:00+05:30|183.49|179.98|181.53|201.839|185.04|0||Loss|SL hit|2026-01-07T09:31:00+05:30|2026-01-07T11:44:00+05:30|No15mData|Hourly Support Buy
NATCOPHARM|2026-01-07T09:15:00+05:30|949.9|928|938.5|1044.89|960.4|0||Loss|SL hit|2026-01-07T09:32:00+05:30|2026-01-08T09:16:00+05:30|No15mData|HCB Buy
NATIONALUM|2026-01-07T09:15:00+05:30|356.2|350.5|351.9|391.82|357.6|0||Loss|SL hit|2026-01-07T09:32:00+05:30|2026-01-07T09:39:00+05:30|No15mData|HCB Buy
HINDALCO|2026-01-07T09:15:00+05:30|952|943.9|946.5|1047.2|954.6|0||Loss|SL hit|2026-01-07T09:33:00+05:30|2026-01-07T10:02:00+05:30|No15mData|HCB Buy
RBA|2026-01-07T09:15:00+05:30|67.9|66.75|67.1|74.69|68.25|0||Loss|SL hit|2026-01-07T09:33:00+05:30|2026-01-07T10:19:00+05:30|No15mData|HCB Buy
CDSL|2026-01-07T09:15:00+05:30|1471.7|1446.3|1454.9|1618.87|1480.3|0||Loss|SL hit|2026-01-07T09:33:00+05:30|2026-01-08T11:02:00+05:30|No15mData|HCB Buy
TITAN|2026-01-07T09:15:00+05:30|4280|4202|4234.1|4708|4312.1|0||Loss|SL hit|2026-01-07T09:40:00+05:30|2026-01-09T09:15:00+05:30|No15mData|HCB Buy
TCS|2026-01-07T09:15:00+05:30|3279|3223.2|3244.8|3606.9|3300.6|0||Loss|SL hit|2026-01-07T10:08:00+05:30|2026-01-08T09:25:00+05:30|No15mData|HCB Buy
SBIBPB|2026-01-07T11:15:00+05:30|51.41|51.23|51.29|56.551|51.47|0||Loss|SL hit|2026-01-07T11:30:00+05:30|2026-01-07T11:38:00+05:30|-|Hourly Support Buy
SHREEJISPG|2026-01-07T15:00:00+05:30|390.9|384.2|387.3|429.99|394|0||Loss|SL hit|2026-01-08T09:15:00+05:30|2026-01-08T11:29:00+05:30|Marubozu,BullBeltHold,StrongBullish|Hourly Support Buy
GPIL|2026-01-07T15:15:00+05:30|277|274.7|274.7|304.7|280|0||Loss|SL hit|2026-01-08T09:15:00+05:30|2026-01-08T09:22:00+05:30|VeryBullish,Hammer|Hourly Support Buy
RAJRATAN|2026-01-08T09:15:00+05:30|535|521|526|588.5|540|0||Loss|SL hit|2026-01-08T09:30:00+05:30|2026-01-08T10:56:00+05:30|No15mData|HCB Buy
ICICIBANK|2026-01-08T09:15:00+05:30|1438|1423.3|1427.5|1581.8|1442.2|0||Loss|SL hit|2026-01-08T09:33:00+05:30|2026-01-09T09:15:00+05:30|No15mData|HCB Buy
EQUITASBNK|2026-01-08T09:15:00+05:30|67.1|66.07|66.37|73.81|67.4|0||Loss|SL hit|2026-01-08T09:38:00+05:30|2026-01-08T11:16:00+05:30|No15mData|HCB Buy
TENNIND|2026-01-08T09:15:00+05:30|534.6|521.6|524.5|588.06|537.5|0||Loss|SL hit|2026-01-08T09:38:00+05:30|2026-01-09T09:29:00+05:30|No15mData|HCB Buy
EDELWEISS|2026-01-08T09:15:00+05:30|113.5|111.6|112.16|124.85|114.06|0||Loss|SL hit|2026-01-08T09:39:00+05:30|2026-01-08T10:54:00+05:30|No15mData|HCB Buy
PNGJL|2026-01-08T09:15:00+05:30|650|635|639|715|654|0||Loss|SL hit|2026-01-08T09:41:00+05:30|2026-01-08T11:07:00+05:30|No15mData|HCB Buy
GROWW|2026-01-08T09:15:00+05:30|165.8|161.29|162.69|182.38|167.2|0||Loss|SL hit|2026-01-08T09:44:00+05:30|2026-01-08T11:20:00+05:30|No15mData|HCB Buy
CGPOWER|2026-01-08T09:15:00+05:30|654|638|645|719.4|661|0||Loss|SL hit|2026-01-08T09:50:00+05:30|2026-01-08T11:37:00+05:30|No15mData|HCB Buy
CGPOWER|2026-01-08T09:15:00+05:30|654|638|645|719.4|661|0||Loss|SL hit|2026-01-08T09:50:00+05:30|2026-01-08T11:37:00+05:30|No15mData|Hourly Support Buy
TEMBO|2026-01-08T09:45:00+05:30|609|600.5|600.5|669.9|612|0||Loss|SL hit|2026-01-08T10:01:00+05:30|2026-01-08T10:51:00+05:30|-|Hourly Support Buy
ETERNAL|2026-01-09T09:15:00+05:30|289.95|281.65|284.6|318.945|292.9|0||Loss|SL hit|2026-01-09T09:30:00+05:30|2026-01-09T13:02:00+05:30|StrongBullish,BullKicker,RisingWindow,MorningStar|HCB Buy
OIL|2026-01-09T09:15:00+05:30|420.95|412|416.35|463.045|425.3|0||Loss|SL hit|2026-01-09T09:49:00+05:30|2026-01-12T09:28:00+05:30|StrongBullish|HCB Buy
TARC|2026-01-09T09:15:00+05:30|181.47|176.49|176.61|199.617|181.59|0||Loss|SL hit|2026-01-09T09:49:00+05:30|2026-01-09T14:12:00+05:30|StrongBullish|HCB Buy
HDFCLIFE|2026-01-12T09:15:00+05:30|765.05|750.35|751.8|841.555|766.5|0||Loss|SL hit|2026-01-12T10:05:00+05:30|2026-01-13T09:15:00+05:30|-|HCB Buy
RAJOOENG|2026-01-12T15:15:00+05:30|68.59|67.19|67.48|75.449|68.88|0||Loss|SL hit|2026-01-13T09:15:00+05:30|2026-01-13T09:33:00+05:30|-|Hourly Support Buy
MON100|2026-01-12T15:15:00+05:30|235.74|235.32|235.32|259.314|237.48|0||Loss|SL hit|2026-01-13T09:15:00+05:30|2026-01-13T09:16:00+05:30|-|Hourly Support Buy
BSE|2026-01-13T09:15:00+05:30|2863|2804|2814.7|3149.3|2873.7|0||Loss|SL hit|2026-01-13T09:35:00+05:30|2026-01-13T14:21:00+05:30|RisingWindow|HCB Buy
GPPL|2026-01-13T09:15:00+05:30|187.78|182.97|184.09|206.558|188.9|0||Loss|SL hit|2026-01-13T09:35:00+05:30|2026-01-13T13:56:00+05:30|StrongBullish|HCB Buy
PFOCUS|2026-01-13T09:15:00+05:30|245.7|242.02|243.81|270.27|247.49|0||Loss|SL hit|2026-01-13T09:36:00+05:30|2026-01-13T10:44:00+05:30|RisingWindow,BullMatHold|HCB Buy
URBANCO|2026-01-13T09:15:00+05:30|137.6|135.21|136.11|151.36|138.5|0||Loss|SL hit|2026-01-13T10:11:00+05:30|2026-01-13T11:05:00+05:30|StrongBullish,BullEngulf,TweezerBottom|HCB Buy
MAHABANK|2026-01-13T14:15:00+05:30|65|64.02|64.22|71.5|65.2|0||Loss|SL hit|2026-01-13T14:30:00+05:30|2026-01-13T14:35:00+05:30|-|Hourly Support Buy
NTPCGREEN|2026-01-13T15:00:00+05:30|92.01|90.72|91.26|101.211|92.55|0||Loss|SL hit|2026-01-13T15:15:00+05:30|2026-01-14T15:25:00+05:30|StrongBullish|Hourly Support Buy
GRSE|2026-01-14T09:15:00+05:30|2474|2430.5|2430.5|2721.4|2479.8|0||Loss|SL hit|2026-01-14T09:30:00+05:30|2026-01-14T15:16:00+05:30|No15mData|HCB Buy
DCBBANK|2026-01-14T09:15:00+05:30|186.95|183.21|183.26|205.645|187|0||Loss|SL hit|2026-01-14T09:30:00+05:30|2026-01-14T10:18:00+05:30|No15mData|HCB Buy
VBL|2026-01-14T09:15:00+05:30|505.3|497.85|501.4|555.83|508.85|0||Loss|SL hit|2026-01-14T09:37:00+05:30|2026-01-14T15:28:00+05:30|No15mData|HCB Buy
DEVYANI|2026-01-14T09:15:00+05:30|135.62|133.81|134.19|149.182|136|0||Loss|SL hit|2026-01-14T09:50:00+05:30|2026-01-16T09:16:00+05:30|No15mData|Hourly Support Buy
HDFCNIFBAN|2026-01-14T13:00:00+05:30|61.19|61.07|61.1|67.309|61.22|0||Loss|SL hit|2026-01-14T13:16:00+05:30|2026-01-14T13:56:00+05:30|-|Hourly Support Buy
NIITMTS|2026-01-14T13:00:00+05:30|421|415.8|415.8|463.1|422|0||Loss|SL hit|2026-01-14T13:20:00+05:30|2026-01-16T09:15:00+05:30|StrongBullish|Hourly Support Buy
MCX|2026-01-16T09:15:00+05:30|2490|2423|2432|2739|2499|0||Loss|SL hit|2026-01-16T09:31:00+05:30|2026-01-19T13:54:00+05:30|RisingWindow,BullMatHold,ThreeInsideUp|HCB Buy
NAM-INDIA|2026-01-16T09:15:00+05:30|889.95|867.95|873|978.945|895|0||Loss|SL hit|2026-01-16T09:39:00+05:30|2026-01-20T09:15:00+05:30|StrongBullish,RisingWindow|HCB Buy
GMRP&UI|2026-01-16T09:15:00+05:30|107.61|104.8|105.56|118.371|108.37|0||Loss|SL hit|2026-01-16T09:45:00+05:30|2026-01-16T14:14:00+05:30|StrongBullish|HCB Buy
CUPID|2026-01-16T09:15:00+05:30|96.31|93.8|94.09|105.941|96.6|0||Loss|SL hit|2026-01-16T09:49:00+05:30|2026-01-16T15:08:00+05:30|BullKicker,RisingWindow|HCB Buy
SHRIRAMFIN|2026-01-16T09:15:00+05:30|1010|981|993|1111|1022|0||Loss|SL hit|2026-01-16T09:52:00+05:30|2026-01-16T15:25:00+05:30|BullKicker,RisingWindow|HCB Buy
PETRONET|2026-01-16T09:15:00+05:30|289.5|285.85|286.65|318.45|290.3|0||Loss|SL hit|2026-01-16T10:10:00+05:30|2026-01-16T12:27:00+05:30|RisingWindow,ThreeInsideUp|HCB Buy
WIPRO|2026-01-16T09:15:00+05:30|269|263|263.8|295.9|269.8|0||Loss|SL hit|2026-01-16T10:13:00+05:30|2026-01-19T09:15:00+05:30|BullBeltHold,StrongBullish,MorningStar|HCB Buy
SWANCORP|2026-01-16T11:15:00+05:30|432.5|421.55|426.85|475.75|437.8|0||Loss|SL hit|2026-01-16T11:55:00+05:30|2026-01-19T09:22:00+05:30|-|Hourly Support Buy
UJJIVANSFB|2026-01-19T09:15:00+05:30|61.25|59.85|60.3|67.375|61.7|0||Loss|SL hit|2026-01-19T09:32:00+05:30|2026-01-19T12:32:00+05:30|No15mData|HCB Buy
UJJIVANSFB|2026-01-19T09:15:00+05:30|61.25|59.85|60.3|67.375|61.7|0||Loss|SL hit|2026-01-19T09:32:00+05:30|2026-01-19T12:32:00+05:30|No15mData|Hourly Support Buy
LUPIN|2026-01-19T15:00:00+05:30|2180|2173.6|2175.6|2398|2182|0||Loss|SL hit|2026-01-19T15:15:00+05:30|2026-01-19T15:26:00+05:30|-|Hourly Support Buy
HINDZINC|2026-01-19T15:00:00+05:30|667.35|649|655.95|734.085|674.3|0||Loss|SL hit|2026-01-20T09:15:00+05:30|2026-01-20T10:00:00+05:30|-|Hourly Support Buy
VEDL|2026-01-20T09:15:00+05:30|685.45|675|675|753.995|686.5|0||Loss|SL hit|2026-01-20T09:31:00+05:30|2026-01-20T09:53:00+05:30|StrongBullish,BullEngulf|HCB Buy
KOTAKBANK|2026-01-20T09:15:00+05:30|430.7|426.2|426.5|473.77|431|0||Loss|SL hit|2026-01-20T09:34:00+05:30|2026-01-20T14:40:00+05:30|RisingWindow,ThreeInsideUp|HCB Buy
HINDALCO|2026-01-21T09:15:00+05:30|941.55|928.1|930.7|1035.705|944.15|0||Loss|SL hit|2026-01-21T09:32:00+05:30|2026-01-21T10:33:00+05:30|No15mData|HCB Buy
OIL|2026-01-21T09:15:00+05:30|433.5|426.5|428|476.85|435|0||Loss|SL hit|2026-01-21T09:33:00+05:30|2026-01-21T10:46:00+05:30|No15mData|HCB Buy
BANKBARODA|2026-01-21T09:15:00+05:30|305.35|300.9|301.1|335.885|305.55|0||Loss|SL hit|2026-01-21T09:49:00+05:30|2026-01-21T10:44:00+05:30|No15mData|HCB Buy
ANGELONE|2026-01-22T09:15:00+05:30|260.45|255.21|255.21|286.495|260.69|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T11:31:00+05:30|No15mData|HCB Buy
GAIL|2026-01-22T09:15:00+05:30|164.43|163.35|163.35|180.873|164.62|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T09:54:00+05:30|No15mData|HCB Buy
BANKBARODA|2026-01-22T09:15:00+05:30|306.35|301.15|302.8|336.985|308|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-23T09:17:00+05:30|No15mData|HCB Buy
WEBELSOLAR|2026-01-22T09:15:00+05:30|78.9|76.74|77.64|86.79|79.8|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T10:53:00+05:30|No15mData|Hourly Support Buy
SBIN|2026-01-22T09:15:00+05:30|1052.95|1034.05|1036.6|1158.245|1055.5|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-23T13:32:00+05:30|No15mData|HCB Buy
IOC|2026-01-22T09:15:00+05:30|161.48|159.55|160.02|177.628|161.95|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T10:48:00+05:30|No15mData|HCB Buy
TATATECH|2026-01-22T09:15:00+05:30|660.6|645.5|648.85|726.66|663.95|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-27T10:52:00+05:30|No15mData|HCB Buy
INFY|2026-01-22T09:15:00+05:30|1668.4|1660.5|1663.3|1835.24|1671.2|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T10:02:00+05:30|No15mData|HCB Buy
NCC|2026-01-22T09:15:00+05:30|149.06|145|145|163.966|149.55|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-23T09:54:00+05:30|No15mData|HCB Buy
UNIONBANK|2026-01-22T09:15:00+05:30|177.63|174.08|174.08|195.393|177.66|0||Loss|SL hit|2026-01-22T09:30:00+05:30|2026-01-22T14:32:00+05:30|No15mData|HCB Buy
NATIONALUM|2026-01-22T09:15:00+05:30|366.6|361.65|363.05|403.26|368|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T09:55:00+05:30|No15mData|HCB Buy
INDIGO|2026-01-22T09:15:00+05:30|4921.5|4880|4891|5413.65|4932.5|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-23T09:15:00+05:30|No15mData|HCB Buy
PNB|2026-01-22T09:15:00+05:30|126.1|124.58|125.01|138.71|126.53|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T10:32:00+05:30|No15mData|HCB Buy
PNB|2026-01-22T09:15:00+05:30|126.1|124.58|125.01|138.71|126.53|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T10:32:00+05:30|No15mData|Hourly Support Buy
MAHABANK|2026-01-22T09:15:00+05:30|65.19|64.3|64.3|71.709|65.28|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T10:04:00+05:30|No15mData|HCB Buy
FEDERALBNK|2026-01-22T09:15:00+05:30|284.3|278.2|281.1|312.73|287.2|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-22T14:19:00+05:30|No15mData|HCB Buy
CANBK|2026-01-22T09:15:00+05:30|155.23|152|153.55|170.753|156.78|0||Loss|SL hit|2026-01-22T09:31:00+05:30|2026-01-23T13:32:00+05:30|No15mData|HCB Buy
